1325.3,0.99997839
1325.35,1.00009964
1325.4,1.000093
1325.45,0.99964362
1325.5,0.99990835
1325.55,0.99997058
1325.6,0.99977571
1325.65,1.00014913
1325.7,0.99989292
1325.75,1.00024204
1325.8,0.99998251
1325.85,0.99982129
1325.9,1.00016957
1325.95,0.99998522
1326.0,1.00021211
1326.05,1.00016364
1326.1,0.99983251
1326.15,0.99985197
1326.2,0.99984133
1326.25,1.00016412
1326.3,1.00032205
1326.35,0.99985062
1326.4,1.00021756
1326.45,0.9997445
1326.5,1.00025643
1326.55,1.00012535
1326.6,0.99967435
1326.65,1.00014712
1326.7,1.00009544
1326.75,1.00003152
1326.8,0.99989692
1326.85,0.99982872
1326.9,0.99994504
1326.95,0.99952597
1327.0,0.99972505
1327.05,0.99973128
1327.1,1.00011944
1327.15,0.99985738
1327.2,0.99966476
1327.25,0.99992991
1327.3,1.00011822
1327.35,0.99999127
1327.4,0.99984233
1327.45,1.00019185
1327.5,1.0000515
1327.55,0.99973046
1327.6,0.99998832
1327.65,1.0000563
1327.7,0.99992062
1327.75,1.00000419
1327.8,0.99979024
1327.85,1.00019401
1327.9,0.99992295
1327.95,1.00017489
1328.0,0.99990467
1328.05,1.00003159
1328.1,0.99992624
1328.15,1.00007282
1328.2,0.99995395
1328.25,0.99993603
1328.3,1.00015182
1328.35,0.9998616
1328.4,1.00016887
1328.45,1.00008008
1328.5,1.00001429
1328.55,0.99986202
1328.6,0.99992503
1328.65,1.00009559
1328.7,1.00019523
1328.75,0.99997106
1328.8,0.99978593
1328.85,1.00007629
1328.9,1.00008974
1328.95,1.00007303
1329.0,1.00002952
1329.05,1.00015639
1329.1,1.00005893
1329.15,1.00006238
1329.2,1.00006872
1329.25,1.0001608
1329.3,1.00005611
1329.35,1.00012852
1329.4,0.99988025
1329.45,0.999997
1329.5,1.00008185
1329.55,1.00001764
1329.6,0.99952648
1329.65,0.99982098
1329.7,1.00018335
1329.75,1.00025908
1329.8,1.00009857
1329.85,1.00009241
1329.9,0.99999032
1329.95,1.00037571
1330.0,0.99993781
1330.05,0.99993294
1330.1,1.00007287
1330.15,0.99994559
1330.2,1.00002796
1330.25,0.99979591
1330.3,0.99993243
1330.35,1.00026948
1330.4,1.00003575
1330.45,0.99950311
1330.5,0.99993755
1330.55,1.00001542
1330.6,1.00011244
1330.65,1.00012038
1330.7,0.99984815
1330.75,0.99983737
1330.8,1.00010887
1330.85,0.9999682
1330.9,1.00001331
1330.95,0.99997619
1331.0,1.00002595
1331.05,0.99980661
1331.1,1.0002643
1331.15,0.99991168
1331.2,0.9998155
1331.25,1.00008037
1331.3,0.99995514
1331.35,1.00032083
1331.4,1.00017667
1331.45,0.99957822
1331.5,1.00020072
1331.55,1.00001149
1331.6,1.00004713
1331.65,1.00029407
1331.7,1.00002345
1331.75,0.99990541
1331.8,1.00005775
1331.85,0.99975867
1331.9,0.99986716
1331.95,1.00009254
1332.0,0.99994574
1332.05,0.99969748
1332.1,0.99980024
1332.15,0.99991773
1332.2,0.99981042
1332.25,0.99990563
1332.3,0.9997907
1332.35,1.00009971
1332.4,0.99988534
1332.45,0.99990332
1332.5,1.00022081
1332.55,0.99987314
1332.6,1.0001934
1332.65,0.99994091
1332.7,0.9998317
1332.75,0.99973235
1332.8,0.99998223
1332.85,1.00020359
1332.9,1.00015875
1332.95,0.99982787
1333.0,1.00007253
1333.05,1.00019423
1333.1,0.99996808
1333.15,1.0000831
1333.2,0.99991117
1333.25,0.9997713
1333.3,0.99997023
1333.35,0.99991943
1333.4,0.99988098
1333.45,0.99991942
1333.5,0.99987473
1333.55,0.99994567
1333.6,0.99995721
1333.65,1.00019541
1333.7,0.99979171
1333.75,1.00034155
1333.8,0.99994628
1333.85,1.00020523
1333.9,0.99990864
1333.95,1.00013058
1334.0,1.00018192
1334.05,0.99988342
1334.1,1.00007404
1334.15,1.00033016
1334.2,1.0002141
1334.25,1.00011951
1334.3,1.00012729
1334.35,1.00012229
1334.4,0.99988606
1334.45,1.00000512
1334.5,0.99968914
1334.55,1.00000351
1334.6,1.00022502
1334.65,1.00004921
1334.7,1.0000434
1334.75,1.00012837
1334.8,1.00002745
1334.85,0.99979214
1334.9,1.00008268
1334.95,0.99989834
1335.0,1.00026984
1335.05,0.9996774
1335.1,0.99992356
1335.15,0.99990867
1335.2,0.99992374
1335.25,0.99993347
1335.3,1.00012664
1335.35,1.00002611
1335.4,0.99998822
1335.45,1.00015602
1335.5,0.99996116
1335.55,0.99993936
1335.6,1.00010189
1335.65,0.9998088
1335.7,1.00014754
1335.75,0.99988553
1335.8,1.00003153
1335.85,0.99978606
1335.9,1.00016967
1335.95,0.99977586
1336.0,0.99994316
1336.05,0.99990625
1336.1,1.00003178
1336.15,0.99987327
1336.2,1.00018475
1336.25,1.00007997
1336.3,0.99996453
1336.35,0.99972353
1336.4,1.00015141
1336.45,0.99991737
1336.5,0.9999257
1336.55,0.99998108
1336.6,0.99980187
1336.65,1.0000832
1336.7,1.00013842
1336.75,0.99991655
1336.8,1.00006617
1336.85,0.99993831
1336.9,0.99987632
1336.95,1.0001407
1337.0,0.99997496
1337.05,0.9998584
1337.1,1.00007426
1337.15,0.99998446
1337.2,1.0000748
1337.25,1.00004012
1337.3,1.00007117
1337.35,0.99998712
1337.4,0.99989839
1337.45,0.99975787
1337.5,0.99980849
1337.55,1.0001619
1337.6,0.99979526
1337.65,1.00009549
1337.7,1.00000126
1337.75,1.00002041
1337.8,0.99974889
1337.85,0.99962193
1337.9,0.99984344
1337.95,1.00019943
1338.0,0.99998374
1338.05,1.00019363
1338.1,0.99974967
1338.15,1.00011306
1338.2,0.99991106
1338.25,1.00033961
1338.3,1.00013292
1338.35,1.00010005
1338.4,1.00005733
1338.45,1.00010493
1338.5,0.9999276
1338.55,0.99973308
1338.6,0.99982802
1338.65,1.00006708
1338.7,1.00004541
1338.75,0.99986354
1338.8,0.99993557
1338.85,0.99996074
1338.9,0.99988752
1338.95,0.99980567
1339.0,0.99986109
1339.05,0.99974939
1339.1,0.9999505
1339.15,1.00027657
1339.2,0.99995322
1339.25,0.99990859
1339.3,0.99994279
1339.35,1.00012116
1339.4,1.00006045
1339.45,1.00012556
1339.5,0.99930263
1339.55,0.9996657
1339.6,0.9998264
1339.65,0.99995826
1339.7,1.0000996
1339.75,0.99997542
1339.8,0.9999797
1339.85,0.99987175
1339.9,0.99997622
1339.95,1.00004648
1340.0,0.99984998
1340.05,1.00000845
1340.1,0.99995139
1340.15,1.00013434
1340.2,0.99983898
1340.25,0.99993034
1340.3,1.00005489
1340.35,1.00000632
1340.4,1.00005544
1340.45,0.99985611
1340.5,1.00017685
1340.55,0.99986123
1340.6,0.99978911
